applicant_id,first_name,last_name,email,phone_number,university,major,gpa,graduation_year,application_date,position_applied,years_of_experience,skills,application_status,salary_expectation,availability,resume_submitted,cover_letter,references_provided,full_name,days_since_application,experience_level,gpa_category
APP0752B,Elizabeth,Rodriguez,erodriguez@email.com,(568) 528-1993,State University,Biology,2.64,2022.0,2024-04-22,Software Developer Intern,1.0,Data Analysis,Under Review,28139.0,Unknown,True,True,3,Elizabeth Rodriguez,540.0,Beginner (0-2 years),2.0-2.9
APP-0753B,Matthew,Garcia,matthew.garcia@email.com,(578) 907-6338,Tech Institute,Psychology,2.6,2024.0,,Data Science Intern,1.0,"Excel, Python",Pending,25136.0,Unknown,True,True,0,Matthew Garcia,,Beginner (0-2 years),2.0-2.9
APP0754B,Jane,Smith,smith.jane@email.com,+1 (569) 616-1310,State University,Computer Science,3.57,2025.0,,Marketing Intern,1.0,"Tableau, R",Submitted,29391.0,2 Weeks,True,True,5,Jane Smith,,Beginner (0-2 years),3.5-4.0
APP_0755B,Laura,Gonzalez,lgonzalez@email.com,(797) 669-7586,Online University,Biology,3.31,2025.0,,Data Science Intern,4.0,"Excel, Project Management, Communication",Accepted,39441.0,Flexible,False,True,5,Laura Gonzalez,,Intermediate (2-5 years),3.0-3.4
APP0756,James,Martinez,james307@email.com,(793) 358-5738,Community College,Economics,3.53,2022.0,,Business Analyst Intern,0.0,"Excel, SQL, R, Java",Pending,37747.0,Immediate,False,True,0,James Martinez,,No Experience,3.5-4.0
APP-0757,Christopher,Anderson,canderson@email.com,+1 (970) 658-6219,Private College,Marketing,3.2,2025.0,,Business Analyst Intern,3.0,Various technical skills,Rejected,27761.0,3 Months,True,True,5,Christopher Anderson,,Intermediate (2-5 years),3.0-3.4
APP-0758B,Elizabeth,Garcia,garcia.elizabeth@email.com,(420) 999-1161,Liberal Arts College,Mathematics,3.46,2023.0,2024-05-07,Business Analyst Intern,0.0,Communication; Project Management; Tableau,Rejected,23657.0,Unknown,False,False,4,Elizabeth Garcia,525.0,No Experience,3.0-3.4
APP_0759A,Elizabeth,Smith,elizabeth.smith@email.com,(707) 999-8651,Private College,Economics,3.22,2025.0,,Ux Design Intern,0.0,Machine Learning; Python; PowerPoint; Communication; SQL; Java; Project Management; JavaScript,Submitted,22592.0,1 Month,True,False,5,Elizabeth Smith,,No Experience,3.0-3.4
APP0760B,Amanda,Johnson,amanda592@email.com,(786) 507-7889,International University,Psychology,3.52,2025.0,,Business Analyst Intern,0.0,R,Accepted,33272.0,3 Months,True,False,5,Amanda Johnson,,No Experience,3.5-4.0
APP-0761B,Emily,Rodriguez,erodriguez@email.com,(686) 339-2299,Online University,Psychology,2.95,2023.0,,Business Analyst Intern,0.0,"Project Management, Machine Learning, JavaScript, PowerPoint, SQL",Rejected,34481.0,2 Weeks,True,False,3,Emily Rodriguez,,No Experience,2.0-2.9
APP0762,Laura,Jones,laura.jones@email.com,(302) 961-6189,State University,Computer Science,2.91,2024.0,2024-01-27,Software Developer Intern,2.0,"PowerPoint, Python, SQL, Tableau",Under Review,28139.0,3 Months,False,True,5,Laura Jones,626.0,Beginner (0-2 years),2.0-2.9
APP0763,Sarah,Lopez,slopez@email.com,(424) 688-1942,State University,Computer Science,2.54,2023.0,,Marketing Intern,1.0,Java,Under Review,35204.0,1 Month,False,False,2,Sarah Lopez,,Beginner (0-2 years),2.0-2.9
APP0764,Michelle,Johnson,johnson.michelle@email.com,(865) 520-2392,Online University,Data Science,1.38,2024.0,,Research Assistant,1.0,"Python, SQL, PowerPoint, Tableau, JavaScript, Machine Learning, R",Under Review,28139.0,Immediate,True,False,2,Michelle Johnson,,Beginner (0-2 years),Below 2.0
APP_0765A,James,Davis,davis.james@email.com,+1 (624) 975-2796,Liberal Arts College,Business Administration,3.46,2026.0,2024-05-22,Data Science Intern,0.0,"Project Management, R, Communication, PowerPoint, Python, Excel, Java, JavaScript",Pending,39464.0,1 Month,True,False,1,James Davis,510.0,No Experience,3.0-3.4
APP-0766,Laura,Gonzalez,laura.gonzalez@email.com,+1 (620) 722-5129,Tech Institute,Computer Science,2.91,2024.0,,Research Assistant,0.0,"JavaScript, Tableau, R, PowerPoint, SQL",Under Review,30040.0,2 Weeks,True,True,3,Laura Gonzalez,,No Experience,2.0-2.9
APP_0767,Michael,Lopez,michael.lopez@email.com,(647) 305-9674,Private College,Communications,3.21,2023.0,,Software Developer Intern,10.0,"Java, R, SQL",Accepted,32166.0,2 Weeks,False,False,0,Michael Lopez,,Experienced (5+ years),3.0-3.4
APP_0768B,Amanda,Lopez,amanda.lopez@email.com,(369) 550-7635,Tech Institute,Engineering,2.91,2025.0,,Research Assistant,1.0,"Data Analysis, R, Communication, Java, Project Management, Python",Under Review,27994.0,3 Months,True,False,2,Amanda Lopez,,Beginner (0-2 years),2.0-2.9
APP0769,Laura,Brown,laura183@email.com,(762) 220-7344,International University,Computer Science,3.52,2026.0,,Marketing Intern,1.0,"Communication, Data Analysis, JavaScript, Python",Under Review,28139.0,Unknown,False,False,5,Laura Brown,,Beginner (0-2 years),3.5-4.0
APP_0770,Robert,Jones,robert.jones@email.com,(825) 252-6159,Tech Institute,Computer Science,3.36,2024.0,2024-06-10,Data Science Intern,0.0,PowerPoint; R; Excel; Communication; JavaScript; Data Analysis,Rejected,28139.0,1 Month,True,False,1,Robert Jones,491.0,No Experience,3.0-3.4
APP0771B,David,Rodriguez,david.rodriguez@email.com,(679) 282-2505,Tech Institute,Business Administration,2.93,2025.0,2024-04-01,Marketing Intern,0.0,PowerPoint,Under Review,20047.0,2-4 Weeks,False,True,1,David Rodriguez,561.0,No Experience,2.0-2.9
APP_0772B,Daniel,Brown,dbrown@email.com,(584) 252-7012,Public University,Communications,3.29,2026.0,,Ux Design Intern,2.0,"Data Analysis, Excel, JavaScript, Tableau, Project Management, Java, Communication",Pending,27063.0,Immediate,True,True,0,Daniel Brown,,Beginner (0-2 years),3.0-3.4
APP_0773,Jessica,Gonzalez,gonzalez.jessica@email.com,(331) 403-1128,State University,Engineering,2.41,2025.0,2023-03-07,Research Assistant,1.0,"Tableau, Communication, Machine Learning, Excel, PowerPoint, Python, JavaScript",Under Review,26695.0,3 Months,False,True,0,Jessica Gonzalez,952.0,Beginner (0-2 years),2.0-2.9
APP-0774A,Christopher,Brown,cbrown@email.com,(306) 203-9306,Liberal Arts College,Biology,3.52,2026.0,,Business Analyst Intern,0.0,"SQL, PowerPoint",Under Review,17460.0,2-4 Weeks,False,False,5,Christopher Brown,,No Experience,3.5-4.0
APP_0775,Daniel,Martinez,dmartinez@email.com,(942) 464-5217,Private College,Engineering,3.49,2025.0,2024-02-16,Data Science Intern,10.0,"Communication, Tableau, Excel, Python, R, PowerPoint, Data Analysis",Rejected,28139.0,3 Months,True,False,5,Daniel Martinez,606.0,Experienced (5+ years),3.0-3.4
APP_0776A,Daniel,Johnson,johnson.daniel@email.com,+1 (440) 846-8202,Public University,Engineering,3.36,2022.0,,Data Science Intern,1.0,"PowerPoint, JavaScript, Python",Submitted,28139.0,Flexible,True,True,3,Daniel Johnson,,Beginner (0-2 years),3.0-3.4
APP_0777B,Michelle,Miller,michelle524@email.com,(879) 507-3452,Liberal Arts College,Communications,3.32,2024.0,2024-04-20,Software Developer Intern,0.0,"PowerPoint, JavaScript, Machine Learning",Rejected,20083.0,Immediate,False,False,4,Michelle Miller,542.0,No Experience,3.0-3.4
APP-0778,Emily,Martinez,emily233@email.com,(922) 512-3636,Private College,Engineering,3.32,2024.0,,Marketing Intern,0.0,"Java, Excel, Data Analysis, Python, Communication, Machine Learning, Tableau",Pending,30550.0,Unknown,False,False,5,Emily Martinez,,No Experience,3.0-3.4
APP-0779,Amanda,Wilson,amanda5@email.com,(361) 311-7744,Tech Institute,Mathematics,3.5,2024.0,2024-04-13,Research Assistant,0.0,"Python, Project Management, SQL, R, Communication",Pending,39994.0,Immediate,False,False,5,Amanda Wilson,549.0,No Experience,3.5-4.0
APP-0780B,Jane,Wilson,jane503@email.com,+1 (396) 934-9806,Online University,Computer Science,2.78,2023.0,,Ux Design Intern,2.0,Various technical skills,Rejected,24663.0,Flexible,False,False,5,Jane Wilson,,Beginner (0-2 years),2.0-2.9
APP0781B,Elizabeth,Hernandez,elizabeth511@email.com,(468) 851-7444,State University,Business_Administration,3.19,2022.0,,Business Analyst Intern,0.0,"Java, Tableau, Excel, SQL",Submitted,31899.0,2 Weeks,True,False,2,Elizabeth Hernandez,,No Experience,3.0-3.4
APP_0782,Elizabeth,Gonzalez,elizabeth271@email.com,(319) 866-3414,Community College,Communications,4.0,2022.0,,Data Science Intern,2.0,"R, Data Analysis, Python, PowerPoint, JavaScript",Under Review,36627.0,Unknown,True,True,2,Elizabeth Gonzalez,,Beginner (0-2 years),3.5-4.0
APP0784A,Elizabeth,Davis,davis.elizabeth@email.com,(369) 693-5654,Public University,Psychology,3.18,2023.0,,Data Science Intern,1.0,"Project Management, JavaScript",Under Review,35658.0,Immediate,True,False,0,Elizabeth Davis,,Beginner (0-2 years),3.0-3.4
APP0785,Emily,Davis,emily577@email.com,(886) 973-8603,State University,Economics,3.8,2024.0,,Business Analyst Intern,0.0,"Communication, PowerPoint, Excel",Accepted,26400.0,1 Month,False,True,3,Emily Davis,,No Experience,3.5-4.0
APP0786,Daniel,Garcia,daniel882@email.com,(875) 476-6170,Liberal Arts College,Business Administration,3.16,2025.0,,Data Science Intern,1.0,R,Accepted,28139.0,Unknown,False,False,0,Daniel Garcia,,Beginner (0-2 years),3.0-3.4
APP_0787B,Sarah,Jones,sarah.jones@email.com,(945) 670-7167,Liberal Arts College,Economics,3.31,2022.0,,Business Analyst Intern,0.0,"R; PowerPoint; JavaScript; SQL; Project Management; Data Analysis; Machine Learning, ",Rejected,28966.0,1 Month,True,False,3,Sarah Jones,,No Experience,3.0-3.4
APP-0788,Michelle,Wilson,wilson.michelle@email.com,(212) 529-4339,Community College,Biology,2.82,2026.0,,Marketing Intern,2.0,JavaScript,Accepted,30377.0,2-4 Weeks,False,False,1,Michelle Wilson,,Beginner (0-2 years),2.0-2.9
APP0789B,Michelle,Davis,davis.michelle@email.com,(754) 729-6094,Liberal Arts College,Psychology,3.42,2025.0,,Marketing Intern,2.0,"Communication, JavaScript, Python",Under Review,21370.0,3 Months,False,False,1,Michelle Davis,,Beginner (0-2 years),3.0-3.4
APP-0790,Michael,Wilson,michael.wilson@email.com,(747) 386-5813,Liberal Arts College,Business Administration,3.23,2026.0,,Research Assistant,0.0,"PROJECT MANAGEMENT, DATA ANALYSIS",Submitted,28139.0,2-4 Weeks,True,True,3,Michael Wilson,,No Experience,3.0-3.4
APP-0791B,Amanda,Martinez,amanda.martinez@email.com,(837) 902-3630,Private College,Biology,3.25,2024.0,2024-05-13,Research Assistant,1.0,"Communication, Tableau, Java, Data Analysis, PowerPoint, Project Management, JavaScript",Accepted,28139.0,Immediate,False,True,5,Amanda Martinez,519.0,Beginner (0-2 years),3.0-3.4
APP_0792A,Matthew,Hernandez,matthew729@email.com,+1 (574) 266-9518,Liberal Arts College,Economics,3.69,2022.0,2024-06-14,Software Developer Intern,0.0,"SQL, R, Java, Python",Rejected,37851.0,2-4 Weeks,True,True,4,Matthew Hernandez,487.0,No Experience,3.5-4.0
APP_0793A,Michelle,Rodriguez,michelle760@email.com,(323) 520-6552,Online University,Communications,4.0,2025.0,,Ux Design Intern,0.0,"Python, Machine Learning, JavaScript, PowerPoint, Data Analysis, Communication",Pending,21701.0,Immediate,True,False,2,Michelle Rodriguez,,No Experience,3.5-4.0
APP_0794A,John,Davis,john431@email.com,(245) 512-9495,Public University,Economics,3.26,2022.0,,Software Developer Intern,6.0,"Tableau, Python, Machine Learning, Project Management",Under Review,15658.0,2 Weeks,True,False,1,John Davis,,Experienced (5+ years),3.0-3.4
APP-0795,John,Gonzalez,john927@email.com,(545) 975-7221,Public University,Psychology,4.0,2025.0,2024-02-17,Research Assistant,0.0,"R, PowerPoint, Communication, JavaScript, Project Management, Tableau, Machine Learning",Rejected,21734.0,Flexible,True,False,2,John Gonzalez,605.0,No Experience,3.5-4.0
APP0796,Sarah,Brown,brown.sarah@email.com,(819) 813-5308,Private College,Biology,2.98,2026.0,,Marketing Intern,0.0,"JavaScript, ",Under Review,34047.0,Immediate,True,True,1,Sarah Brown,,No Experience,2.0-2.9
APP0797B,Emily,Rodriguez,emily.rodriguez@email.com,+1 (737) 270-2503,Private College,Biology,3.96,2026.0,,Research Assistant,1.0,"JavaScript, PowerPoint, SQL, Java, Communication",Accepted,17380.0,2 Weeks,True,False,2,Emily Rodriguez,,Beginner (0-2 years),3.5-4.0
APP0798B,Jessica,Smith,jessica500@email.com,+1 (769) 977-1539,Community College,Biology,3.53,2026.0,,Ux Design Intern,0.0,"Java, SQL, Communication, PowerPoint",Rejected,18011.0,2 Weeks,True,True,1,Jessica Smith,,No Experience,3.5-4.0
APP0799,Christopher,Smith,smith.christopher@email.com,(209) 788-6638,Liberal Arts College,Computer Science,3.95,2023.0,,Research Assistant,0.0,"DATA ANALYSIS, EXCEL",Accepted,344016.0,2-4 Weeks,False,False,0,Christopher Smith,,No Experience,3.5-4.0
APP-0800B,Elizabeth,Smith,esmith@email.com,(559) 434-4948,International University,Data_Science,3.31,2025.0,2024-04-02,Software Developer Intern,0.0,Python; Data Analysis; Tableau,Submitted,26074.0,Immediate,True,False,1,Elizabeth Smith,560.0,No Experience,3.0-3.4
APP-0801,Jessica,Gonzalez,jessica976@email.com,(304) 601-3320,Private College,Marketing,3.92,2026.0,2024-01-02,Business Analyst Intern,0.0,"Machine Learning, Project Management, Excel, Tableau, Data Analysis, R",Accepted,18445.0,Unknown,True,True,3,Jessica Gonzalez,651.0,No Experience,3.5-4.0
APP-0802,Sarah,Wilson,sarah.wilson@email.com,(684) 849-6805,International University,Biology,2.86,2023.0,,Ux Design Intern,10.0,"Java, Python, JavaScript, Tableau, R, Communication, SQL, Data Analysis",Accepted,24680.0,Immediate,True,False,2,Sarah Wilson,,Experienced (5+ years),2.0-2.9
APP_0803B,Elizabeth,Smith,elizabeth.smith@email.com,(400) 522-7958,State University,Marketing,3.02,2022.0,2024-06-14,Marketing Intern,10.0,Tableau; Python; PowerPoint; Excel,Under Review,21167.0,Flexible,False,False,1,Elizabeth Smith,487.0,Experienced (5+ years),3.0-3.4
APP0804,Elizabeth,Jones,elizabeth.jones@email.com,(559) 989-5393,Tech Institute,Mathematics,3.07,2024.0,,Research Assistant,1.0,Tableau,Accepted,16564.0,Unknown,True,True,5,Elizabeth Jones,,Beginner (0-2 years),3.0-3.4
APP-0805,Amanda,Brown,abrown@email.com,(794) 792-3795,Online University,Data Science,3.22,2023.0,,Data Science Intern,0.0,R,Under Review,15490.0,Unknown,True,False,4,Amanda Brown,,No Experience,3.0-3.4
APP-0806B,John,Johnson,jjohnson@email.com,+1 (213) 701-2663,International University,Computer Science,3.05,2023.0,2024-05-31,Marketing Intern,1.0,"Machine Learning, Project Management, Excel, JavaScript",Under Review,20357.0,Immediate,False,False,1,John Johnson,501.0,Beginner (0-2 years),3.0-3.4
APP0807,Christopher,Williams,cwilliams@email.com,+1 (983) 528-2789,Community College,Mathematics,3.58,2023.0,2024-06-26,Ux Design Intern,0.0,"COMMUNICATION, PROJECT MANAGEMENT, JAVA, DATA ANALYSIS, POWERPOINT, TABLEAU",Pending,16483.0,2 Weeks,True,True,2,Christopher Williams,475.0,No Experience,3.5-4.0
APP0808B,Michael,Brown,brown.michael@email.com,(655) 409-5183,Online University,Psychology,3.43,2025.0,,Business Analyst Intern,1.0,"Machine Learning, Communication, R, SQL, Tableau, JavaScript, Java, ",Pending,32924.0,Immediate,True,False,0,Michael Brown,,Beginner (0-2 years),3.0-3.4
APP_0809B,Michelle,Smith,michelle812@email.com,(374) 642-2074,Private College,Communications,4.0,2025.0,2024-01-24,Ux Design Intern,0.0,"MACHINE LEARNING, PYTHON, EXCEL, R",Under Review,23358.0,1 Month,False,True,5,Michelle Smith,629.0,No Experience,3.5-4.0
APP_0810,Christopher,Anderson,canderson@email.com,(771) 276-6960,Liberal Arts College,Business Administration,3.31,2022.0,,Business Analyst Intern,0.0,"Tableau, Python, SQL, Machine Learning, PowerPoint, Data Analysis, Excel, Project Management",Under Review,30753.0,Unknown,False,True,4,Christopher Anderson,,No Experience,3.0-3.4
APP-0811A,Daniel,Martinez,dmartinez@email.com,+1 (298) 480-7974,Liberal Arts College,Engineering,3.63,2025.0,,Data Science Intern,1.0,"PROJECT MANAGEMENT, SQL, JAVASCRIPT, PYTHON, TABLEAU, DATA ANALYSIS, EXCEL",Under Review,23366.0,Flexible,True,False,1,Daniel Martinez,,Beginner (0-2 years),3.5-4.0
APP0812A,Michelle,Williams,mwilliams@email.com,(670) 617-1415,Online University,Biology,3.97,2026.0,2024-05-29,Data Science Intern,0.0,"Project Management, JavaScript, Tableau, Data Analysis, Communication",Rejected,30783.0,2-4 Weeks,True,True,1,Michelle Williams,503.0,No Experience,3.5-4.0
APP-0813B,James,Rodriguez,jrodriguez@email.com,(779) 370-4114,State University,Mathematics,3.47,2025.0,2024-03-26,Marketing Intern,0.0,"Communication, Tableau, JavaScript, SQL, Excel, Python, Java, PowerPoint, ",Rejected,15314.0,Unknown,True,True,0,James Rodriguez,567.0,No Experience,3.0-3.4
APP0814,Sarah,Martinez,martinez.sarah@email.com,+1 (330) 837-5980,Tech Institute,Economics,3.52,2022.0,,Marketing Intern,0.0,Various technical skills,Under Review,35498.0,Flexible,True,True,3,Sarah Martinez,,No Experience,3.5-4.0
APP0815,Michelle,Anderson,michelle.anderson@email.com,(281) 651-7200,Private College,Psychology,3.33,2026.0,,Marketing Intern,1.0,"Tableau, Python, R",Under Review,38075.0,2 Weeks,False,False,2,Michelle Anderson,,Beginner (0-2 years),3.0-3.4
APP-0816,Amanda,Johnson,amanda229@email.com,(307) 341-7395,Tech Institute,Data Science,3.37,2022.0,,Business Analyst Intern,0.0,"SQL, R, Tableau, Data Analysis, PowerPoint, Java, Machine Learning, Python",Accepted,16723.0,Flexible,False,False,3,Amanda Johnson,,No Experience,3.0-3.4
APP_0817,Robert,Davis,rdavis@email.com,(682) 521-6381,International University,Engineering,2.73,2025.0,,Business Analyst Intern,0.0,"Data Analysis, PowerPoint, Tableau, Excel, Java, Project Management, R",Under Review,351096.0,Unknown,False,True,0,Robert Davis,,No Experience,2.0-2.9
APP_0818,Jessica,Garcia,jessica.garcia@email.com,(390) 669-1873,Online University,Engineering,3.01,2026.0,2024-03-11,Data Science Intern,1.0,"Excel, Tableau",Under Review,37150.0,Immediate,False,False,2,Jessica Garcia,582.0,Beginner (0-2 years),3.0-3.4
APP-0819,Laura,Davis,ldavis@email.com,(530) 603-8403,Tech Institute,Biology,3.79,2025.0,,Business Analyst Intern,2.0,"JavaScript, Machine Learning, Java, Communication, Python, Data Analysis, Tableau",Submitted,24070.0,2-4 Weeks,True,False,2,Laura Davis,,Beginner (0-2 years),3.5-4.0
APP0820,Amanda,Jones,amanda989@email.com,(374) 249-9861,State University,Communications,2.86,2022.0,,Marketing Intern,0.0,"Tableau, Machine Learning, Communication, Data Analysis, Python, PowerPoint",Pending,28139.0,Flexible,True,False,3,Amanda Jones,,No Experience,2.0-2.9
APP_0821B,David,Davis,ddavis@email.com,+1 (536) 646-6090,Private College,Engineering,3.17,2024.0,2024-04-03,Software Developer Intern,0.0,"MACHINE LEARNING, EXCEL",Under Review,29025.0,Immediate,True,False,5,David Davis,559.0,No Experience,3.0-3.4
APP0822A,Jane,Brown,brown.jane@email.com,(277) 816-9405,International University,Biology,3.79,2024.0,,Software Developer Intern,1.0,"JavaScript, Machine Learning",Pending,17890.0,Unknown,True,True,5,Jane Brown,,Beginner (0-2 years),3.5-4.0
APP-0823A,Matthew,Smith,smith.matthew@email.com,(877) 842-8057,State University,Marketing,3.36,2023.0,,Business Analyst Intern,10.0,"Project Management, Python, Communication, SQL, JavaScript",Submitted,15883.0,Immediate,True,False,5,Matthew Smith,,Experienced (5+ years),3.0-3.4
APP-0824A,Emily,Lopez,emily916@email.com,(580) 593-6654,Community College,Marketing,3.0,2024.0,,Data Science Intern,2.0,"Machine Learning, SQL, Communication, Python, R, JavaScript, Java, Excel",Rejected,37295.0,Unknown,False,False,5,Emily Lopez,,Beginner (0-2 years),3.0-3.4
APP-0825,Daniel,Gonzalez,gonzalez.daniel@email.com,(414) 360-8331,Liberal Arts College,Communications,1.88,2022.0,,Marketing Intern,0.0,"PowerPoint, Communication, JavaScript, SQL, Python",Accepted,32741.0,Immediate,True,False,0,Daniel Gonzalez,,No Experience,Below 2.0
APP0826,Laura,Anderson,anderson.laura@email.com,(328) 643-2352,Public University,Computer Science,3.39,2025.0,,Marketing Intern,2.0,"SQL, Java, R, Communication",Under Review,16234.0,Unknown,True,False,2,Laura Anderson,,Beginner (0-2 years),3.0-3.4
APP0827A,Sarah,Miller,miller.sarah@email.com,(665) 859-4881,Liberal Arts College,Business_Administration,3.58,2025.0,,Research Assistant,0.0,Communication,Under Review,39783.0,Immediate,True,True,1,Sarah Miller,,No Experience,3.5-4.0
APP-0828A,Robert,Hernandez,robert769@email.com,(285) 221-4562,Community College,Marketing,3.68,2026.0,,Marketing Intern,0.0,SQL,Under Review,28906.0,3 Months,False,True,0,Robert Hernandez,,No Experience,3.5-4.0
APP0829,David,Wilson,david829@email.com,(966) 464-1213,Online University,Data Science,2.87,2022.0,,Marketing Intern,0.0,"Machine Learning, Java, Python, Communication, Project Management, Tableau, R",Under Review,36412.0,2-4 Weeks,True,True,3,David Wilson,,No Experience,2.0-2.9
APP0830,Michelle,Rodriguez,michelle852@email.com,(637) 762-6499,Public University,Data Science,2.94,2024.0,,Ux Design Intern,0.0,"Project Management, Communication, JavaScript, ",Under Review,36171.0,2 Weeks,False,False,0,Michelle Rodriguez,,No Experience,2.0-2.9
APP-0831,Jessica,Williams,jwilliams@email.com,+1 (903) 901-4767,State University,Mathematics,3.33,2025.0,,Marketing Intern,0.0,R,Accepted,37688.0,Unknown,False,True,5,Jessica Williams,,No Experience,3.0-3.4
APP0832B,Laura,Williams,williams.laura@email.com,(447) 221-7669,Public University,Engineering,3.58,2025.0,2024-03-26,Marketing Intern,10.0,"Excel, Machine Learning, SQL, Tableau, Data Analysis, JavaScript",Rejected,30235.0,Immediate,False,True,0,Laura Williams,567.0,Experienced (5+ years),3.5-4.0
APP_0833,Daniel,Wilson,daniel436@email.com,(332) 510-7568,Online University,Mathematics,2.86,2023.0,,Software Developer Intern,1.0,"PowerPoint, Excel, R, Machine Learning, Python, JavaScript",Accepted,32556.0,3 Months,True,True,2,Daniel Wilson,,Beginner (0-2 years),2.0-2.9
APP-0834A,David,Anderson,david.anderson@email.com,+1 (634) 916-6781,Tech Institute,Economics,2.44,2026.0,2024-05-25,Research Assistant,1.0,"Machine Learning, Excel, Project Management, Communication, Python, R",Under Review,34712.0,Immediate,True,False,3,David Anderson,507.0,Beginner (0-2 years),2.0-2.9
APP_0835B,Laura,Martinez,lmartinez@email.com,+1 (612) 467-2587,Community College,Engineering,3.3,2022.0,,Marketing Intern,7.0,"Machine Learning, Tableau, R, Project Management",Submitted,33078.0,Unknown,True,False,1,Laura Martinez,,Experienced (5+ years),3.0-3.4
APP0837B,Emily,Lopez,lopez.emily@email.com,+1 (989) 992-4763,Community College,Mathematics,3.15,2023.0,,Business Analyst Intern,4.0,"R, JavaScript, Python, SQL, Tableau, Data Analysis, Machine Learning, Excel",Under Review,36367.0,Immediate,False,True,4,Emily Lopez,,Intermediate (2-5 years),3.0-3.4
APP-0838,Matthew,Garcia,matthew.garcia@email.com,(243) 245-3855,Private College,Computer Science,3.49,2025.0,,Marketing Intern,0.0,"PowerPoint, Python, Java, Communication, Excel, Tableau",Rejected,39883.0,Immediate,True,True,5,Matthew Garcia,,No Experience,3.0-3.4
APP-0839B,Michelle,Wilson,michelle.wilson@email.com,(356) 479-4067,Public University,Marketing,4.0,2022.0,,Business Analyst Intern,2.0,"Machine Learning, PowerPoint, Project Management, Excel, Data Analysis",Accepted,28139.0,2 Weeks,True,False,5,Michelle Wilson,,Beginner (0-2 years),3.5-4.0
APP_0840A,Matthew,Hernandez,matthew.hernandez@email.com,(360) 399-1252,Liberal Arts College,Biology,3.67,2024.0,,Ux Design Intern,3.0,"Tableau, Machine Learning, R, Python, Communication, PowerPoint",Rejected,20759.0,Immediate,True,False,5,Matthew Hernandez,,Intermediate (2-5 years),3.5-4.0
APP_0841B,Jessica,Brown,jessica600@email.com,(580) 236-6389,Online University,Mathematics,3.18,2022.0,2024-04-10,Ux Design Intern,2.0,"R, Data Analysis, Excel, SQL, Machine Learning, Project Management",Under Review,30139.0,2 Weeks,True,True,0,Jessica Brown,552.0,Beginner (0-2 years),3.0-3.4
APP-0842,Daniel,Lopez,daniel.lopez@email.com,+1 (649) 301-5231,International University,Mathematics,3.03,2023.0,,Data Science Intern,0.0,"PowerPoint, Tableau, Excel, R, Python, Data Analysis, SQL, Java",Accepted,15907.0,Immediate,False,True,1,Daniel Lopez,,No Experience,3.0-3.4
APP_0843,Elizabeth,Garcia,elizabeth929@email.com,(750) 980-8238,Community College,Data Science,3.7,2024.0,2024-03-19,Marketing Intern,0.0,JavaScript; SQL; R,Under Review,37919.0,2-4 Weeks,False,True,0,Elizabeth Garcia,574.0,No Experience,3.5-4.0
APP_0844A,Michelle,Brown,brown.michelle@email.com,+1 (589) 202-8939,Liberal Arts College,Biology,3.51,2025.0,,Ux Design Intern,0.0,"DATA ANALYSIS, MACHINE LEARNING, POWERPOINT",Pending,26501.0,2 Weeks,False,False,1,Michelle Brown,,No Experience,3.5-4.0
APP-0845,Elizabeth,Smith,elizabeth549@email.com,(541) 494-8710,Private College,Data Science,3.31,2022.0,,Ux Design Intern,5.0,JavaScript; Excel; Python,Under Review,27144.0,Unknown,True,False,1,Elizabeth Smith,,Intermediate (2-5 years),3.0-3.4
APP-0846B,Christopher,Martinez,christopher.martinez@email.com,(568) 700-4416,Public University,Business Administration,2.94,2022.0,2024-03-21,Ux Design Intern,1.0,Project Management,Rejected,23259.0,3 Months,True,False,1,Christopher Martinez,572.0,Beginner (0-2 years),2.0-2.9
APP-0847,Sarah,Wilson,sarah.wilson@email.com,(250) 357-9971,Private College,Business Administration,3.21,2024.0,,Data Science Intern,2.0,"SQL, EXCEL, JAVASCRIPT",Accepted,32844.0,1 Month,False,False,2,Sarah Wilson,,Beginner (0-2 years),3.0-3.4
APP0848,Sarah,Lopez,sarah619@email.com,(584) 492-1917,Tech Institute,Data_Science,3.38,2023.0,2024-04-29,Research Assistant,3.0,SQL,Rejected,21481.0,Immediate,True,False,2,Sarah Lopez,533.0,Intermediate (2-5 years),3.0-3.4
APP_0849,Daniel,Wilson,daniel708@email.com,(265) 486-8080,Liberal Arts College,Computer Science,4.0,2022.0,2024-05-04,Marketing Intern,2.0,Communication,Rejected,27709.0,2-4 Weeks,True,False,5,Daniel Wilson,528.0,Beginner (0-2 years),3.5-4.0
APP-0850A,Jessica,Anderson,janderson@email.com,(412) 932-9557,Tech Institute,Communications,3.18,2024.0,2024-03-03,Research Assistant,0.0,Various technical skills,Under Review,24945.0,Unknown,False,False,3,Jessica Anderson,590.0,No Experience,3.0-3.4
APP_0851,Elizabeth,Williams,elizabeth758@email.com,(785) 339-3283,International University,Business Administration,2.29,2023.0,,Business Analyst Intern,0.0,"Tableau, Project Management, Communication",Submitted,16160.0,3 Months,False,False,2,Elizabeth Williams,,No Experience,2.0-2.9
APP0852B,James,Gonzalez,james328@email.com,(502) 425-5888,Tech Institute,Biology,3.33,2024.0,2024-06-15,Marketing Intern,0.0,"Communication, SQL",Pending,36316.0,Immediate,True,False,4,James Gonzalez,486.0,No Experience,3.0-3.4
