applicant_id,first_name,last_name,email,phone_number,university,major,gpa,graduation_year,application_date,position_applied,years_of_experience,skills,application_status,salary_expectation,availability,resume_submitted,cover_letter,references_provided
APP0760B,Amanda,Johnson,amanda592@email.com,786-507-7889,International University,Psychology,3.52,2025.0,01/22/2023,Business Analyst Intern,0.0,R,Accepted,33272,3 months,Yes,,5.0
APP-0761B,Emily,Rodriguez,erodriguez@email.com,686.339.2299,ONLINE UNIVERSITY,Psychology,2.95,2023.0,"Apr 18, 2024",Business Analyst Intern,0.0,"Project Management, Machine Learning, JavaScript, PowerPoint, SQL", rejected ,34481,2 weeks,1,no,3.0
APP0762,Laura,Jones,laura.jones@email.com,302.961.6189,State University,Computer Science,2.91,2024.0,2024-01-27,Software Developer Intern,2.0,"PowerPoint, Python, SQL, Tableau",In Process,,3 months,False,Yes,5.0
APP0763,Sarah,Lopez,slopez@email.com,(424) 688-1942,State University,Computer Science,2.54,2023.0,"Jan 27, 2024",Marketing Intern,1.0,Java,review,35204,1 month,0,False,2.0
APP0764,Michelle,Johnson,johnson.michelle@email.com,(865) 520-2392,ONLINE UNIVERSITY,Data Science,1.38,2024.0,29-01-2024,Research Assistant,1.0,"Python, SQL, PowerPoint, Tableau, JavaScript, Machine Learning, R",review,,immediate,1,,2.0
APP_0765A,James,Davis,davis.james@email.com,+16249752796,Liberal Arts College,Business Administration,3.46,2026.0,2024-05-22,Data Science Intern,0.0,"Project Management, R, Communication, PowerPoint, Python, Excel, Java, JavaScript",Pending,39464,1 month,Yes,,1.0
APP-0766,Laura,Gonzalez,laura.gonzalez@email.com,+16207225129,Tech Institute,Computer Science,2.91,2024.0,Pending,Research Assistant,0.0,"JavaScript, Tableau, R, PowerPoint, SQL",Under Review,30040,2 weeks,True,Yes,3.0
APP_0767,Michael,Lopez,michael.lopez at email.com,647.305.9674,Private College,Communications,3.21,2023.0,02/15/2024,Software Developer Intern,40.0,"Java, R, SQL",ACCEPTED,32166,2 weeks,0,,0.0
APP_0768B,Amanda,Lopez,amanda.lopez@email.com,(369) 550-7635,Tech Institute,Engineering,2.91,2025.0,"Jun 16, 2024",Research Assistant,1.0,"Data Analysis, R, Communication, Java, Project Management, Python",review,27994,3 months,True,No,2.0
APP0769,Laura,Brown,laura183@email.com,(762) 220-7344,International University,Computer Science,3.52,2026.0,"Apr 21, 2024",Marketing Intern,1.0,"Communication, Data Analysis, JavaScript, Python",review,,Unknown,0,,5.0
APP_0770,Robert,Jones,robert.jones@email.com,(825) 252-6159,Tech Institute ,Computer Science,3.36,2024.0,2024-06-10,Data Science Intern,0.0,PowerPoint; R; Excel; Communication; JavaScript; Data Analysis, rejected ,Negotiable,1 month,Yes,No,1.0
APP0771B,David,Rodriguez,david.rodriguez@email.com,(679) 282-2505,Tech Institute,Business Administration,2.93,2025.0,2024-04-01,marketing intern,,PowerPoint,review,20047,2-4 weeks ,0,True,1.0
APP_0772B,Daniel,Brown,dbrown@email.com,584-252-7012,Public University,Communications,3.29,2026.0,14-06-2024,UX Design Intern,2.0,"Data Analysis, Excel, JavaScript, Tableau, Project Management, Java, Communication",Pending,27063,Immediate,1,YES,0.0
APP_0773,Jessica,Gonzalez,gonzalez.jessica@email.com,331-403-1128,State University,Engineering,2.41,2025.0,2023-03-07,Research Assistant,1.0,"Tableau, Communication, Machine Learning, Excel, PowerPoint, Python, JavaScript",review,26695,3 months,False,True,0.0
APP-0774A,Christopher,brown,cbrown@email.com,306.203.9306,Liberal Arts College,Biology,3.52,2026.0,"May 26, 2023",Business Analyst Intern,0.0,"SQL, PowerPoint",review,17460,2-4 weeks ,False,No,5.0
APP_0775,Daniel ,Martinez,dmartinez@email.com,942-464-5217,Private College,Engineering,3.49,2025.0,2024-02-16,Data Science Intern,42.0,"Communication, Tableau, Excel, Python, R, PowerPoint, Data Analysis", rejected ,,3 months,1,No,5.0
APP_0776A,Daniel,Johnson,johnson.daniel at email.com,+14408468202,Public University,Engineering,3.36,2022.0,01-06-2024,Data Science Intern,1.0,"PowerPoint, JavaScript, Python",Submitted,28139,Flexible,True,YES,3.0
APP_0777B,Michelle,Miller,michelle524@email.com,879-507-3452,Liberal Arts College,Communications,3.32,2024.0,2024-04-20,Software Developer Intern,0.0,"PowerPoint, JavaScript, Machine Learning", rejected ,20083,immediate,No,False,4.0
APP-0778,Emily,Martinez,emily233@email.com,922.512.3636,PRIVATE COLLEGE,Engineering,3.32,2024.0,15-04-2024,Marketing Intern,,"Java, Excel, Data Analysis, Python, Communication, Machine Learning, Tableau",Pending,30550,Unknown,No,No,5.0
APP-0779,Amanda,Wilson,amanda5@email.com,361.311.7744,TECH INSTITUTE,Mathematics,3.5,2024.0,2024-04-13,Research Assistant,0.0,"Python, Project Management, SQL, R, Communication",Pending,39994, ASAP,False,no,5.0
APP-0780B,Jane,Wilson,jane503@email.com,+13969349806,Online University,Computer Science,2.78,2023.0,18-01-2024,UX Design Intern,2.0,Various technical skills,Rejected,24663,Flexible,False,,5.0
APP0781B,Elizabeth,Hernandez,elizabeth511@email.com,468-851-7444,State University,Business_Administration,3.19,2022.0,"Jun 01, 2024",Business Analyst Intern,0.0,"Java, Tableau, Excel, SQL",Submitted,31899,2 weeks,Yes,False,2.0
APP_0782,Elizabeth,Gonzalez,elizabeth271@email.com,(319) 866-3414,Community College,Communications,4.69,2022.0,15-06-2024,Data Science Intern,2.0,"R, Data Analysis, Python, PowerPoint, JavaScript",Under Review,36627,Unknown,Yes,YES,2.0
APP_0782,Elizabeth,Gonzalez,elizabeth271@email.com,(319) 866-3414,Community College,Communications,4.69,2022.0,15-06-2024,Data Science Intern,2.0,"R, Data Analysis, Python, PowerPoint, JavaScript",Under Review,36627,Unknown,Yes,YES,2.0
APP0784A,Elizabeth,Davis,davis.elizabeth@email.com,369.693.5654,Public University,Psychology,3.18,2023.0,02/19/2024,Data Science Intern,1.0,"Project Management, JavaScript",review,35658,Immediate,True,,0.0
APP0785,Emily,Davis,emily577@email.com,(886) 973-8603,State University,Economics,3.8,2024.0,04/08/2024,Business Analyst Intern,0.0,"Communication, PowerPoint, Excel",ACCEPTED,26400,1 month,False,True,3.0
APP0786,Daniel,Garcia,daniel882@email.com,875-476-6170,Liberal Arts College,Business Administration,3.16,2025.0,04/25/2024,Data Science Intern,1.0,R,Accepted,,Unknown,No,No,0.0
APP_0787B,Sarah,Jones,sarah.jones@email.com,(945) 670-7167,Liberal Arts College,Economics,,2022.0,"Mar 18, 2024",business analyst intern,0.0,"R; PowerPoint; JavaScript; SQL; Project Management; Data Analysis; Machine Learning, ",Rejected,28966,1 month,Yes,False,3.0
APP-0788,MICHELLE,Wilson,wilson.michelle@email.com,(212) 529-4339,COMMUNITY COLLEGE,Biology,2.82,2026.0,"Jan 15, 2024",Marketing Intern,2.0,JavaScript,ACCEPTED,30377,2-4 weeks ,No,False,1.0
APP0789B,MICHELLE,Davis,davis.michelle@email.com,754.729.6094,Liberal Arts College,Psychology,3.42,2025.0,"May 15, 2024",Marketing Intern,2.0,"Communication, JavaScript, Python",In Process,21370,3 months,No,,1.0
APP-0790,Michael,Wilson,michael.wilson@email.com,(747) 386-5813,Liberal Arts College,Business Administration,3.23,2026.0,"May 25, 2024",Research Assistant,0.0,"PROJECT MANAGEMENT, DATA ANALYSIS",Submitted,,2-4 weeks ,True,YES,3.0
APP-0791B,Amanda,Martinez,amanda.martinez@email.com,837.902.3630,Private College ,Biology,3.25,2024.0,2024-05-13,Research Assistant,1.0,"Communication, Tableau, Java, Data Analysis, PowerPoint, Project Management, JavaScript",ACCEPTED,,Immediate,0,True,5.0
APP_0792A,MATTHEW,Hernandez,matthew729@email.com,+15742669518,Liberal Arts College,Economics,3.69,2022.0,2024-06-14,Software Developer Intern,0.0,"SQL, R, Java, Python",Rejected,37851,2-4 weeks ,1,YES,4.0
APP_0793A,Michelle,Rodriguez,michelle760@email.com,323.520.6552,Online University,Communications,4.0,2025.0,02-04-2024,UX Design Intern,0.0,"Python, Machine Learning, JavaScript, PowerPoint, Data Analysis, Communication",Pending,21701,immediate,1,no,2.0
APP_0794A,John ,Davis,john 431@email.com,245-512-9495,Public University,Economics,3.26,2022.0,04/19/2024,Software Developer Intern,6.0,"Tableau, Python, Machine Learning, Project Management",Under Review,15658,2 weeks,Yes,No,1.0
APP-0795,John,Gonzalez,john927@email.com,(545) 975-7221,PUBLIC UNIVERSITY ,Psychology,4.0,2025.0,2024-02-17,Research Assistant,0.0,"R, PowerPoint, Communication, JavaScript, Project Management, Tableau, Machine Learning",Rejected,21734,Flexible,Yes,False,2.0
APP0796,Sarah,Brown,brown.sarah at email.com,819-813-5308,Private College,Biology,2.98,2026.0,06/26/2024,Marketing Intern,0.0,"JavaScript, ",review,34047, ASAP,Yes,Yes,1.0
APP0797B,Emily,Rodriguez,emily.rodriguez@email.com,+17372702503,PRIVATE COLLEGE,Biology,3.96,2026.0,09-05-2024,Research Assistant,1.0,"JavaScript, PowerPoint, SQL, Java, Communication",Accepted,17380,2 weeks,True,,2.0
APP0798B,Jessica,Smith,jessica500@email.com,+17699771539,Community College,Biology,3.53,2026.0,Pending,UX Design Intern,,"Java, SQL, Communication, PowerPoint",Rejected,18011,2 weeks,Yes,True,1.0
APP0799,Christopher,Smith,smith.christopher@email.com,209-788-6638,Liberal Arts College,Computer Science,3.95,2023.0,"Jun 18, 2024",Research Assistant,0.0,"DATA ANALYSIS, EXCEL",Accepted,344016,2-4 weeks ,No,No,0.0
APP-0800B,Elizabeth,Smith,esmith@email.com,(559) 434-4948,International University,Data_Science,,2025.0,2024-04-02,Software Developer Intern,0.0,Python; Data Analysis; Tableau,Submitted,26074, ASAP,Yes,No,1.0
APP-0801,Jessica,Gonzalez,jessica976@email.com,304.601.3320,Private College,Marketing,3.92,2026.0,2024-01-02,business analyst intern,0.0,"Machine Learning, Project Management, Excel, Tableau, Data Analysis, R",Accepted,18445,Unknown,1,Yes,3.0
APP-0802,Sarah,Wilson,sarah.wilson@email.com,684-849-6805,International University,Biology,2.86,2023.0,"May 17, 2024",UX Design Intern,47.0,"Java, Python, JavaScript, Tableau, R, Communication, SQL, Data Analysis",ACCEPTED,24680,immediate,True,,2.0
APP_0803B,Elizabeth ,Smith,elizabeth .smith@email.com,400-522-7958,State University,Marketing,3.02,2022.0,2024-06-14,Marketing Intern,46.0,Tableau; Python; PowerPoint; Excel,In Process,21167,Flexible,No,no,1.0
APP0804,Elizabeth,Jones,elizabeth.jones@email.com,559-989-5393,TECH INSTITUTE,Mathematics,3.07,2024.0,"May 29, 2024",Research Assistant,1.0,Tableau,ACCEPTED,16564,Unknown,Yes,Yes,5.0
APP-0805,Amanda,Brown,abrown@email.com,(794) 792-3795,Online University,Data Science,3.22,2023.0,"Jun 21, 2024",Data Science Intern,0.0,R,In Process,15490,Unknown,True,No,4.0
APP-0806B,John,Johnson,jjohnson@email.com,+12137012663,International University,Computer Science,3.05,2023.0,2024-05-31,Marketing Intern,1.0,"Machine Learning, Project Management, Excel, JavaScript",review,20357, ASAP,0,no,1.0
APP0807,Christopher,Williams,cwilliams@email.com,+19835282789,Community College,Mathematics,3.58,2023.0,2024-06-26,UX Design Intern,,"COMMUNICATION, PROJECT MANAGEMENT, JAVA, DATA ANALYSIS, POWERPOINT, TABLEAU",Pending,16483,2 weeks,True,True,2.0
APP0808B,Michael,Brown,brown.michael@email.com,655.409.5183,Online University,Psychology,3.43,2025.0,16-04-2024,Business Analyst Intern,1.0,"Machine Learning, Communication, R, SQL, Tableau, JavaScript, Java, ",Pending,32924,immediate,1,False,0.0
APP_0809B,Michelle,Smith,michelle812@email.com,374.642.2074,Private College,Communications,4.27,2025.0,2024-01-24,UX Design Intern,0.0,"MACHINE LEARNING, PYTHON, EXCEL, R",Under Review,23358,1 month,False,True,5.0
APP_0810,Christopher,Anderson,canderson@email.com,771-276-6960,Liberal Arts College,Business Administration,,2022.0,06/15/2024,Business Analyst Intern,0.0,"Tableau, Python, SQL, Machine Learning, PowerPoint, Data Analysis, Excel, Project Management",In Process,30753,Unknown,False,True,4.0
APP-0811A,Daniel,Martinez,dmartinez@email.com,+12984807974,Liberal Arts College,Engineering,3.63,2025.0,12-02-2024,Data Science Intern,1.0,"PROJECT MANAGEMENT, SQL, JAVASCRIPT, PYTHON, TABLEAU, DATA ANALYSIS, EXCEL",Under Review,23366,Flexible,True,,1.0
APP0812A,Michelle,Williams,mwilliams@email.com,670.617.1415,Online University,Biology,3.97,2026.0,2024-05-29,Data Science Intern,0.0,"Project Management, JavaScript, Tableau, Data Analysis, Communication", rejected ,30783,2-4 weeks ,Yes,True,1.0
APP-0813B,James,rodriguez,jrodriguez@email.com,(779) 370-4114,State University,Mathematics,3.47,2025.0,2024-03-26,Marketing Intern,0.0,"Communication, Tableau, JavaScript, SQL, Excel, Python, Java, PowerPoint, ",Rejected,15314,Unknown,Yes,YES,0.0
APP0814,Sarah,Martinez,martinez.sarah@email.com,+13308375980,Tech Institute,Economics,3.52,2022.0,"Mar 22, 2024",Marketing Intern,0.0,Various technical skills,In Process,35498,Flexible,True,True,3.0
APP0815,Michelle,Anderson,michelle.anderson@email.com,(281) 651-7200,Private College,Psychology,3.33,2026.0,Pending,Marketing Intern,1.0,"Tableau, Python, R",review,38075,2 weeks,No,,2.0
APP-0816,Amanda,johnson,amanda229@email.com,(307) 341-7395,Tech Institute,Data Science,3.37,2022.0,23-03-2024,Business Analyst Intern,0.0,"SQL, R, Tableau, Data Analysis, PowerPoint, Java, Machine Learning, Python",ACCEPTED,16723,Flexible,False,no,3.0
APP_0817,Robert,Davis,rdavis@email.com,682.521.6381,International University,Engineering,2.73,2025.0,08-06-2024,Business Analyst Intern,0.0,"Data Analysis, PowerPoint, Tableau, Excel, Java, Project Management, R",review,351096,Unknown,False,True,0.0
APP_0818,Jessica,Garcia,jessica.garcia@email.com,390-669-1873,Online University,Engineering,3.01,2026.0,2024-03-11,Data Science Intern,1.0,"Excel, Tableau",review,37150,Immediate,0,False,2.0
APP-0819,LAURA,Davis,ldavis@email.com,530-603-8403,Tech Institute,Biology,3.79,2025.0,"May 15, 2024",Business Analyst Intern,2.0,"JavaScript, Machine Learning, Java, Communication, Python, Data Analysis, Tableau",Submitted,24070,2-4 weeks ,True,,2.0
APP0820,Amanda,Jones,amanda989@email.com,374-249-9861,State University,Communications,2.86,2022.0,05-01-2024,Marketing Intern,,"Tableau, Machine Learning, Communication, Data Analysis, Python, PowerPoint",Pending,,Flexible,Yes,False,3.0
APP_0821B,David,Davis,ddavis@email.com,+15366466090,Private College,Engineering,3.17,2024.0,2024-04-03,Software Developer Intern,,"MACHINE LEARNING, EXCEL",review,29025,immediate,Yes,no,5.0
APP0822A,Jane,Brown,brown.jane@email.com,277-816-9405,International University,Biology,3.79,2024.0,"May 16, 2024",Software Developer Intern,1.0,"JavaScript, Machine Learning",Pending,17890,Unknown,True,YES,5.0
APP-0823A,Matthew,Smith,smith.matthew@email.com,877-842-8057,State University,Marketing,3.36,2023.0,28-02-2024,Business Analyst Intern,30.0,"Project Management, Python, Communication, SQL, JavaScript",Submitted,15883,Immediate,Yes,False,5.0
APP-0824A,Emily,Lopez,emily916@email.com,580.593.6654,Community College,Marketing,3.0,2024.0,08-01-2024,Data Science Intern,2.0,"Machine Learning, SQL, Communication, Python, R, JavaScript, Java, Excel", rejected ,37295,Unknown,No,,5.0
APP-0825,Daniel,Gonzalez,GONZALEZ.DANIEL@EMAIL.COM,(414) 360-8331,LIBERAL ARTS COLLEGE,Communications,1.88,2022.0,Pending,marketing intern,0.0,"PowerPoint, Communication, JavaScript, SQL, Python",ACCEPTED,32741,Immediate,True,No,0.0
APP0826,Laura,Anderson,anderson.laura@email.com,(328) 643-2352,Public University,Computer Science,3.39,2025.0,Pending,marketing intern,2.0,"SQL, Java, R, Communication",review,16234,Unknown,True,,2.0
APP0827A,Sarah,Miller,miller.sarah@email.com,665.859.4881,Liberal Arts College,Business_Administration,3.58,2025.0,Pending,Research Assistant,0.0,Communication,review,39783,immediate,1,Yes,1.0
APP-0828A,Robert,Hernandez,robert769@email.com,(285) 221-4562,Community College,Marketing,3.68,2026.0,05/19/2023,Marketing Intern,,SQL,review,28906,3 months,False,YES,0.0
APP0829,David,Wilson,david829@email.com,966.464.1213,Online University,Data Science,2.87,2022.0,"Mar 22, 2024",Marketing Intern,0.0,"Machine Learning, Java, Python, Communication, Project Management, Tableau, R",In Process,36412,2-4 weeks ,True,Yes,3.0
APP0830,Michelle,Rodriguez,michelle852@email.com,637-762-6499,Public University,Data Science,2.94,2024.0,26-05-2024,ux design intern,0.0,"Project Management, Communication, JavaScript, ",In Process,36171,2 weeks,0,,0.0
APP-0831,Jessica,Williams,jwilliams@email.com,+19039014767,State University,Mathematics,3.33,2025.0,"Jun 27, 2024",Marketing Intern,0.0,R,Accepted,37688,Unknown,No,True,5.0
APP0832B,Laura,Williams,williams.laura@email.com,447-221-7669,PUBLIC UNIVERSITY,Engineering,3.58,2025.0,2024-03-26,Marketing Intern,29.0,"Excel, Machine Learning, SQL, Tableau, Data Analysis, JavaScript",Rejected,30235, ASAP,False,YES,0.0
APP_0833,Daniel,Wilson,daniel436@email.com,(332) 510-7568,Online University,Mathematics,2.86,2023.0,"Mar 07, 2023",Software Developer Intern,1.0,"PowerPoint, Excel, R, Machine Learning, Python, JavaScript",Accepted,32556,3 months,Yes,True,2.0
APP-0834A,David,Anderson,DAVID.ANDERSON@EMAIL.COM,+16349166781,TECH INSTITUTE,Economics,2.44,2026.0,2024-05-25,Research Assistant,1.0,"Machine Learning, Excel, Project Management, Communication, Python, R",In Process,34712,Immediate,True,False,3.0
APP_0835B,Laura,Martinez,lmartinez at email.com,+16124672587,Community College,Engineering,3.3,2022.0,12-06-2024,Marketing Intern,7.0,"Machine Learning, Tableau, R, Project Management",Submitted,33078,Unknown,True,False,1.0
APP_0835B,Laura,Martinez,lmartinez at email.com,+16124672587,Community College,Engineering,3.3,2022.0,12-06-2024,Marketing Intern,7.0,"Machine Learning, Tableau, R, Project Management",Submitted,33078,Unknown,True,False,1.0
APP0837B,Emily,Lopez,lopez.emily@email.com,+19899924763,Community College,Mathematics,3.15,2023.0,"Jan 25, 2024",Business Analyst Intern,4.0,"R, JavaScript, Python, SQL, Tableau, Data Analysis, Machine Learning, Excel",review,36367,Immediate,No,True,4.0
APP-0838,Matthew,Garcia,matthew.garcia@email.com,243.245.3855,Private College,Computer Science,3.49,2025.0,05/06/2024,Marketing Intern,0.0,"PowerPoint, Python, Java, Communication, Excel, Tableau",Rejected,39883,immediate,1,Yes,5.0
APP-0839B,Michelle,wilson,michelle.wilson@email.com,(356) 479-4067,Public University,Marketing,4.93,2022.0,13-01-2024,Business Analyst Intern,2.0,"Machine Learning, PowerPoint, Project Management, Excel, Data Analysis",ACCEPTED,Negotiable,2 weeks,True,False,5.0
APP_0840A,Matthew,Hernandez,matthew.hernandez@email.com,360-399-1252,Liberal Arts College,Biology,3.67,2024.0,25-04-2024,UX Design Intern,3.0,"Tableau, Machine Learning, R, Python, Communication, PowerPoint", rejected ,20759,immediate,Yes,no,5.0
APP_0841B,Jessica,Brown,jessica600@email.com,580.236.6389,Online University,Mathematics,3.18,2022.0,2024-04-10,UX Design Intern,2.0,"R, Data Analysis, Excel, SQL, Machine Learning, Project Management",Under Review,30139,2 weeks,1,Yes,0.0
APP-0842,Daniel,Lopez,daniel.lopez@email.com,+16493015231,International University,Mathematics,3.03,2023.0,"Feb 24, 2024",Data Science Intern,0.0,"PowerPoint, Tableau, Excel, R, Python, Data Analysis, SQL, Java",ACCEPTED,15907,immediate,0,Yes,1.0
APP_0843,Elizabeth,Garcia,elizabeth929@email.com,(750) 980-8238,Community College,Data Science,3.7,2024.0,2024-03-19,Marketing Intern,0.0,JavaScript; SQL; R,Under Review,37919,2-4 weeks ,False,YES,0.0
APP_0844A,Michelle,Brown,brown.michelle@email.com,+15892028939,Liberal Arts College,Biology,3.51,2025.0,02/23/2024,UX Design Intern,0.0,"DATA ANALYSIS, MACHINE LEARNING, POWERPOINT",Pending,26501,2 weeks,False,False,1.0
APP-0845,Elizabeth,Smith,elizabeth549@email.com,541-494-8710,Private College,Data Science,,2022.0,02-01-2024,UX Design Intern,5.0,JavaScript; Excel; Python,In Process,27144,Unknown,1,,1.0
APP-0846B,Christopher,Martinez,christopher.martinez at email.com,(568) 700-4416,Public University,Business Administration,2.94,2022.0,2024-03-21,UX Design Intern,1.0,Project Management,Rejected,23259,3 months,True,no,1.0
APP-0847,SARAH,Wilson,sarah.wilson@email.com,250.357.9971,Private College,Business Administration,3.21,2024.0,03-02-2024,data science intern,2.0,"SQL, EXCEL, JAVASCRIPT",Accepted,32844,1 month,0,No,2.0
APP0848,Sarah,Lopez,sarah619@email.com,584.492.1917,Tech Institute ,Data_Science,3.38,2023.0,2024-04-29,Research Assistant,3.0,SQL,Rejected,21481, ASAP,1,No,2.0
APP_0849,Daniel,Wilson,daniel708@email.com,(265) 486-8080,Liberal Arts College,Computer Science,4.0,2022.0,2024-05-04,Marketing Intern,2.0,Communication,Rejected,27709,2-4 weeks ,1,False,5.0
APP-0850A,Jessica ,Anderson,janderson@email.com,412.932.9557,Tech Institute,Communications,3.18,2024.0,2024-03-03,research assistant,0.0,Various technical skills,review,24945,Unknown,No,False,3.0
APP_0851,Elizabeth,Williams,elizabeth758@email.com,785-339-3283,International University,Business Administration,2.29,2023.0,16-01-2024,Business Analyst Intern,0.0,"Tableau, Project Management, Communication",Submitted,16160,3 months,No,,2.0
APP0852B,James ,Gonzalez,james 328@email.com,502-425-5888,TECH INSTITUTE,Biology,3.33,2024.0,2024-06-15,Marketing Intern,0.0,"Communication, SQL",Pending,36316, ASAP,Yes,No,4.0
APP_0853A,Jane,Davis,jane.davis@email.com,331.307.2842,Tech Institute,Computer Science,3.32,2024.0,06/27/2024,Marketing Intern,0.0,Python; Excel; Data Analysis,Under Review,,Immediate,0,No,0.0
APP0854B,ELIZABETH,Gonzalez,GONZALEZ.ELIZABETH@EMAIL.COM,(625) 215-8055,International University,Economics,1.93,2025.0,2024-02-09,Business Analyst Intern,0.0,"Java, Communication, Project Management, Tableau, SQL, Machine Learning",Under Review,,2 weeks,Yes,Yes,5.0
APP_0855,Emily,Garcia,egarcia@email.com,+17588636016,State University,Communications,3.5,2026.0,02/28/2024,Data Science Intern,,Java; Data Analysis; Communication; Excel,ACCEPTED,19447,1 month,1,no,2.0
APP-0856,James,Lopez,james820@email.com,690.448.9725,International University,Computer Science,3.32,2022.0,02/13/2024,UX Design Intern,0.0,Various technical skills,Pending,35743,immediate,0,False,1.0
APP0857,Elizabeth,davis,davis.elizabeth@email.com,951.319.3300,Private College,Business Administration,3.33,2025.0,06-01-2023,Business Analyst Intern,,Various technical skills,Accepted,26352,Immediate,No,False,3.0
APP-0858,Michelle ,Smith,michelle .smith@email.com,(249) 895-1873,Private College,Business Administration,2.51,2023.0,2024-03-14,Marketing Intern,0.0,"Python, SQL, Data Analysis, Communication, PowerPoint, JavaScript", rejected ,15470,3 months,True,no,3.0
APP-0858,Michelle ,Smith,michelle .smith6@email.com,(249) 895-1873,Private College,Business Administration,2.51,2023.0,2024-03-14,Marketing Intern,0.0,"Python, SQL, Data Analysis, Communication, PowerPoint, JavaScript", rejected ,15470,3 months,True,no,3.0
APP-0858,Michelle ,Smith,michelle .smith6@email.com,(249) 895-1873,Private College,Business Administration,2.51,2023.0,2024-03-14,Marketing Intern,0.0,"Python, SQL, Data Analysis, Communication, PowerPoint, JavaScript", rejected ,15470,3 months,True,no,3.0
APP-0861B,Michelle,Garcia,michelle725@email.com,(610) 456-4558,Private College,Marketing,2.91,2022.0,"Feb 27, 2024",Marketing Intern,47.0,Machine Learning,Accepted,20889,Immediate,False,YES,4.0
APP0862,James,Williams,james.williams@email.com,245.290.1323,Public University,Marketing,3.47,2026.0,"Apr 04, 2024",Software Developer Intern,0.0,"Excel, Project Management, Python, Communication, Machine Learning, R",Accepted,27781,Immediate,True,YES,2.0
APP-0863,Jane,Williams,jwilliams@email.com,+16902178639,State University,Data Science,3.21,2026.0,02-03-2024,Research Assistant,0.0,"R, Excel, Java, Machine Learning, JavaScript",Pending,25109,3 months,False,Yes,1.0
APP-0864B,Jane,hernandez,hernandez.jane@email.com,930.261.4603,Tech Institute,Economics,3.9,2022.0,2024-04-01,Business Analyst Intern,7.0,"Communication, Java, Excel, Machine Learning, SQL, R, PowerPoint",ACCEPTED,16971, ASAP,Yes,,3.0
APP0865,Laura,Hernandez,laura.hernandez@email.com,892-723-4313,Public University,Engineering,3.36,2025.0,2024-04-30,UX Design Intern,6.0,SQL,In Process,30685,immediate,False,no,2.0
APP_0866B,Matthew,Smith,msmith@email.com,902.250.5292,International University,Biology,,2022.0,06/27/2024,research assistant,0.0,"Machine Learning, Project Management",Accepted,32021,2-4 weeks ,Yes,,5.0
APP-0867A,Matthew,Hernandez,hernandez.matthew@email.com,+13598305252,State University,Data Science,3.17,2025.0,03/06/2024,Research Assistant,0.0,"PowerPoint, Machine Learning, Communication, JavaScript, Data Analysis, Tableau",ACCEPTED,22685,Unknown,False,Yes,2.0
APP0868A,Michael,Martinez,michael.martinez@email.com,(890) 876-7506,Liberal Arts College,Mathematics,3.15,2023.0,"Jan 11, 2024",Business Analyst Intern,0.0,"PowerPoint, Data Analysis, SQL, R, Communication, Excel",Submitted,22297,2-4 weeks ,Yes,YES,2.0
APP0869B,Laura,Wilson,laura355@email.com,661.226.8123,Community College,Business Administration,3.02,2025.0,10-04-2024,UX Design Intern,1.0,"R, Communication, Python",Rejected,26052,Flexible,No,YES,4.0
APP0870B,Elizabeth,Wilson,ewilson@email.com,+15787654214,Private College,Biology,3.31,2024.0,06/06/2024,Research Assistant,8.0,"PROJECT MANAGEMENT, EXCEL, COMMUNICATION, MACHINE LEARNING, JAVA",Accepted,38255,Immediate,False,,4.0
APP_0871A,DAVID,Gonzalez,david458@email.com,789.792.4392,State University,Communications,3.01,2022.0,2024-02-19,Research Assistant,2.0,"Data Analysis, R, Excel, PowerPoint, Tableau, Python",Accepted,,Immediate,Yes,False,5.0
APP_0872,John,Johnson,john891@email.com,+13049532764,Liberal Arts College,Economics,2.69,2026.0,"Jan 28, 2024",Business Analyst Intern,1.0,"JavaScript, Tableau",In Process,28039,Immediate,True,Yes,3.0
APP-0873,SARAH,Gonzalez,gonzalez.sarah at email.com,(415) 823-5905,Online University,Computer Science,3.66,2023.0,15-02-2024,UX Design Intern,1.0,Excel,In Process,38993,3 months,0,YES,0.0
APP_0874,AMANDA,Johnson,amanda.johnson@email.com,910-605-7559,Online University,Biology,,2023.0,11-01-2024,Business Analyst Intern,0.0,Machine Learning,In Process,32836,Immediate,No,Yes,1.0
APP_0875,CHRISTOPHER,gonzalez,gonzalez.christopher@email.com,+14587328516,Tech Institute ,Computer Science,2.75,2026.0,2024-05-21,UX Design Intern,0.0,PYTHON,Rejected,18392,Immediate,Yes,False,2.0
APP0876B,James,Anderson,james863@email.com,+12598264125,Private College,Marketing,3.21,2023.0,02/29/2024,Business Analyst Intern,0.0,"Project Management, Tableau, Java",Under Review,17523,2 weeks,0,No,1.0
APP-0877,Sarah,Miller,miller.sarah@email.com,+15977176036,State University,Communications,3.52,2024.0,03/21/2024,UX Design Intern,2.0,R,Rejected,28017,1 month,No,no,1.0
APP0878,Laura,Williams,laura52@email.com,+15825476507,Private College,Engineering,3.6,2023.0,05/03/2024,Research Assistant,0.0,Data Analysis; Machine Learning; Python,review,38559,Flexible,True,YES,5.0
APP_0879,Sarah,Brown,sbrown@email.com,+12162152893,International University,Mathematics,3.07,2024.0,2024-06-22,Research Assistant,0.0,"PowerPoint, Communication, Python",ACCEPTED,29741,1 month,No,False,4.0
